image_path,organ,label
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1055.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1056.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1057.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1058.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1059.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca106.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1060.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1061.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1062.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1063.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1064.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1065.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1066.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1067.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1068.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1069.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca107.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1070.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1071.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1072.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1073.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1074.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1075.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1076.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1077.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1078.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1079.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca108.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1080.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1081.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1082.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1083.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1084.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1085.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1086.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1087.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1088.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1089.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca109.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1090.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1091.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1092.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1093.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1094.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1095.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1096.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1097.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1098.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1099.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca11.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca110.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1100.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1101.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1102.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1103.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1104.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1105.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1106.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1107.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1108.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1109.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca111.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1110.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1111.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1112.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1113.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1114.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1115.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1116.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1117.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1118.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1119.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca112.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1120.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1121.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1122.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1123.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1124.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1125.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1126.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1127.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1128.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1129.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca113.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1130.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1131.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1132.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1133.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1134.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1135.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1136.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1137.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1138.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1139.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca114.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1140.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1141.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1142.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1143.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1144.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1145.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1146.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1147.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1148.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1149.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca115.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1150.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1151.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1152.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1153.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1154.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1155.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1156.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1157.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1158.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1159.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca116.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1160.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1161.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1162.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1163.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1164.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1165.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1166.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1167.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1168.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1169.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca117.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1170.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1171.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1172.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1173.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1174.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1175.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1176.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1177.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1178.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca1179.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca118.jpeg,colon_image_sets,c.adenocarcinoma
